TransactionID,AccountID,CustomerID,Amount,Currency,MerchantName,MCC,Category,Channel,City,RegionCode,IsRefund,TransactionDate,BalanceAfter
84,1,1,-843,GBP,UKRentals,6513,Housing,Online,London,E12000007,0,2/3/2025 7:09,284
85,1,1,-9,GBP,Odeon,7812,Entertainment,Online,London,E12000007,0,2/3/2025 8:26,275
86,1,1,-24,GBP,Waitrose,5411,Groceries,POS,London,E12000007,0,2/3/2025 9:04,251
87,1,1,-12,GBP,Argos,5399,Other,Online,London,E12000007,0,2/3/2025 18:49,239
88,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,2/4/2025 13:52,236
89,1,1,-5,GBP,Northern Rail,4111,Transport,POS,London,E12000007,0,2/5/2025 11:17,231
90,1,1,-7,GBP,National Rail,4111,Transport,POS,London,E12000007,0,2/5/2025 18:31,224
91,1,1,-3,GBP,NHS Prescription,5912,Health,Online,London,E12000007,0,2/5/2025 21:45,221
92,1,1,-6,GBP,Vue,7812,Entertainment,Online,London,E12000007,0,2/6/2025 12:29,215
93,1,1,-13,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,2/6/2025 12:57,202
94,1,1,-3,GBP,Superdrug,5912,Health,POS,London,E12000007,0,2/6/2025 18:38,199
95,1,1,-18,GBP,Leon,5812,Dining,POS,London,E12000007,0,2/6/2025 18:39,181
96,1,1,-24,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,2/6/2025 19:55,157
97,1,1,-27,GBP,Zizzi,5812,Dining,Online,London,E12000007,0,2/7/2025 10:03,130
98,1,1,-10,GBP,Argos,5399,Other,Online,London,E12000007,0,2/7/2025 10:16,120
99,1,1,-14,GBP,Amazon,5399,Other,Online,London,E12000007,0,2/7/2025 10:40,106
100,1,1,-22,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,2/7/2025 11:15,84
101,1,1,-20,GBP,Aldi,5411,Groceries,POS,London,E12000007,0,2/7/2025 18:17,64
102,1,1,-3,GBP,Northern Rail,4111,Transport,Online,London,E12000007,0,2/8/2025 8:13,61
103,1,1,-20,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,2/8/2025 9:03,41
104,1,1,-13,GBP,TFL,4111,Transport,POS,London,E12000007,0,2/8/2025 9:51,28
105,1,1,-3,GBP,Tenpin,7812,Entertainment,Online,London,E12000007,0,2/8/2025 10:05,25
106,1,1,-23,GBP,Amazon,5399,Other,POS,London,E12000007,0,2/8/2025 10:58,2
107,1,1,-14,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,2/8/2025 14:28,-12
108,1,1,-3,GBP,Boots,5912,Health,Online,London,E12000007,0,2/9/2025 8:49,-15
109,1,1,-79,GBP,Yorkshire Water,4900,Utilities,Online,London,E12000007,0,2/9/2025 9:04,-94
110,1,1,-3,GBP,IKEA,5399,Other,Online,London,E12000007,0,2/9/2025 9:48,-97
111,1,1,-3,GBP,Boots,5912,Health,Online,London,E12000007,0,2/9/2025 11:37,-100
112,1,1,-20,GBP,Argos,5399,Other,POS,London,E12000007,0,2/9/2025 12:43,-120
113,1,1,-8,GBP,Leon,5812,Dining,POS,London,E12000007,0,2/9/2025 12:45,-128
114,1,1,-8,GBP,Merlin,7812,Entertainment,POS,London,E12000007,0,2/9/2025 13:48,-136
115,1,1,-18,GBP,Iceland,5411,Groceries,Online,London,E12000007,0,2/9/2025 20:45,-154
116,1,1,-3,GBP,Superdrug,5912,Health,POS,London,E12000007,0,2/10/2025 15:55,-157
117,1,1,-11,GBP,Argos,5399,Other,POS,London,E12000007,0,2/10/2025 17:15,-168
118,1,1,-11,GBP,Pret a Manger,5812,Dining,Online,London,E12000007,0,2/11/2025 8:14,-179
119,1,1,-12,GBP,Vodafone,4899,Subscriptions,Online,London,E12000007,0,2/11/2025 8:19,-191
120,1,1,-8,GBP,Stagecoach,4111,Transport,Online,London,E12000007,0,2/11/2025 11:40,-199
121,1,1,-14,GBP,eBay,5399,Other,POS,London,E12000007,0,2/11/2025 14:21,-213
122,1,1,-8,GBP,Wagamama,5812,Dining,Online,London,E12000007,0,2/11/2025 18:40,-221
123,1,1,-4,GBP,Cineworld,7812,Entertainment,Online,London,E12000007,0,2/11/2025 20:08,-225
124,1,1,-14,GBP,National Rail,4111,Transport,Online,London,E12000007,0,2/11/2025 20:57,-239
125,1,1,-15,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,2/12/2025 12:38,-254
126,1,1,-11,GBP,Merlin,7812,Entertainment,Online,London,E12000007,0,2/13/2025 11:36,-265
127,1,1,-18,GBP,Aldi,5411,Groceries,POS,London,E12000007,0,2/13/2025 21:47,-283
128,1,1,-12,GBP,National Rail,4111,Transport,POS,London,E12000007,0,2/15/2025 16:03,-295
129,1,1,-10,GBP,Pret a Manger,5812,Dining,Online,London,E12000007,0,2/15/2025 16:21,-305
130,1,1,-5,GBP,Uber,4111,Transport,POS,London,E12000007,0,2/15/2025 21:56,-310
131,1,1,-15,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,2/16/2025 16:22,-325
132,1,1,-15,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,2/16/2025 19:01,-340
133,1,1,-19,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,2/17/2025 9:31,-359
134,1,1,-11,GBP,Tenpin,7812,Entertainment,Online,London,E12000007,0,2/17/2025 11:52,-370
135,1,1,-27,GBP,Argos,5399,Other,Online,London,E12000007,0,2/17/2025 16:17,-397
136,1,1,-9,GBP,Merlin,7812,Entertainment,POS,London,E12000007,0,2/18/2025 11:38,-406
137,1,1,-7,GBP,Pret a Manger,5812,Dining,Online,London,E12000007,0,2/18/2025 14:27,-413
138,1,1,-8,GBP,Superdrug,5912,Health,POS,London,E12000007,0,2/18/2025 15:47,-421
139,1,1,-13,GBP,Zizzi,5812,Dining,Online,London,E12000007,0,2/19/2025 8:20,-434
140,1,1,-17,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,2/19/2025 11:43,-451
141,1,1,-13,GBP,Argos,5399,Other,Online,London,E12000007,0,2/19/2025 11:52,-464
142,1,1,-10,GBP,Vue,7812,Entertainment,POS,London,E12000007,0,2/19/2025 14:48,-474
143,1,1,-6,GBP,Stagecoach,4111,Transport,POS,London,E12000007,0,2/20/2025 8:16,-480
144,1,1,-3,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,2/20/2025 10:32,-483
145,1,1,-6,GBP,Superdrug,5912,Health,Online,London,E12000007,0,2/20/2025 16:42,-489
146,1,1,-7,GBP,Boots,5912,Health,POS,London,E12000007,0,2/20/2025 19:03,-496
147,1,1,-28,GBP,McDonald's,5812,Dining,Online,London,E12000007,0,2/24/2025 15:33,-524
148,1,1,-8,GBP,Uber,4111,Transport,Online,London,E12000007,0,2/24/2025 15:42,-532
149,1,1,-3,GBP,Vue,7812,Entertainment,POS,London,E12000007,0,2/24/2025 17:16,-535
150,1,1,-5,GBP,Superdrug,5912,Health,Online,London,E12000007,0,2/24/2025 20:18,-540
151,1,1,-4,GBP,IKEA,5399,Other,Online,London,E12000007,0,2/24/2025 21:04,-544
