TransactionID,AccountID,CustomerID,Amount,Currency,MerchantName,MCC,Category,Channel,City,RegionCode,IsRefund,TransactionDate,BalanceAfter
422,1,1,-744,GBP,CityHomes,6513,Housing,Online,London,E12000007,0,6/1/2025 8:43,3452
423,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,6/1/2025 10:30,3449
424,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,6/1/2025 12:26,3446
425,1,1,-18,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,6/1/2025 16:26,3428
426,1,1,-18,GBP,IKEA,5399,Other,POS,London,E12000007,0,6/1/2025 19:16,3410
427,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,6/2/2025 8:01,3407
428,1,1,-9,GBP,Odeon,7812,Entertainment,POS,London,E12000007,0,6/2/2025 8:11,3398
429,1,1,-21,GBP,Sainsbury's,5411,Groceries,Online,London,E12000007,0,6/2/2025 9:02,3377
430,1,1,-18,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,6/2/2025 13:47,3359
431,1,1,-21,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,6/2/2025 18:04,3338
432,1,1,-13,GBP,Argos,5399,Other,POS,London,E12000007,0,6/3/2025 12:10,3325
433,1,1,-12,GBP,National Rail,4111,Transport,Online,London,E12000007,0,6/3/2025 13:11,3313
434,1,1,-12,GBP,Waitrose,5411,Groceries,Online,London,E12000007,0,6/3/2025 20:23,3301
435,1,1,-3,GBP,Leon,5812,Dining,POS,London,E12000007,0,6/3/2025 21:04,3298
436,1,1,-6,GBP,Tenpin,7812,Entertainment,POS,London,E12000007,0,6/4/2025 11:57,3292
437,1,1,-6,GBP,Odeon,7812,Entertainment,Online,London,E12000007,0,6/5/2025 8:04,3286
438,1,1,-157,GBP,E.ON Next,4900,Utilities,Online,London,E12000007,0,6/5/2025 10:21,3129
439,1,1,-15,GBP,Pret a Manger,5812,Dining,POS,London,E12000007,0,6/5/2025 13:49,3114
440,1,1,-16,GBP,Uber,4111,Transport,Online,London,E12000007,0,6/5/2025 17:34,3098
441,1,1,-18,GBP,eBay,5399,Other,Online,London,E12000007,0,6/6/2025 10:12,3080
442,1,1,-11,GBP,Uber,4111,Transport,POS,London,E12000007,0,6/6/2025 14:23,3069
443,1,1,-7,GBP,Nando's,5812,Dining,POS,London,E12000007,0,6/6/2025 18:15,3062
444,1,1,-17,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,6/10/2025 14:18,3045
445,1,1,-26,GBP,Waitrose,5411,Groceries,POS,London,E12000007,0,6/10/2025 20:30,3019
446,1,1,-20,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,6/10/2025 20:45,2999
447,1,1,-5,GBP,McDonald's,5812,Dining,Online,London,E12000007,0,6/11/2025 10:10,2994
448,1,1,-11,GBP,Cineworld,7812,Entertainment,POS,London,E12000007,0,6/11/2025 15:01,2983
449,1,1,-14,GBP,TFL,4111,Transport,POS,London,E12000007,0,6/11/2025 16:18,2969
450,1,1,-14,GBP,Nando's,5812,Dining,Online,London,E12000007,0,6/11/2025 21:45,2955
451,1,1,-9,GBP,Tenpin,7812,Entertainment,POS,London,E12000007,0,6/12/2025 13:32,2946
452,1,1,-3,GBP,Boots,5912,Health,Online,London,E12000007,0,6/12/2025 18:45,2943
453,1,1,-18,GBP,Vue,7812,Entertainment,Online,London,E12000007,0,6/13/2025 8:49,2925
454,1,1,-21,GBP,Amazon,5399,Other,Online,London,E12000007,0,6/13/2025 10:02,2904
455,1,1,-14,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,6/13/2025 17:05,2890
456,1,1,-18,GBP,eBay,5399,Other,Online,London,E12000007,0,6/13/2025 19:26,2872
457,1,1,-3,GBP,Boots,5912,Health,Online,London,E12000007,0,6/14/2025 9:16,2869
458,1,1,-3,GBP,Superdrug,5912,Health,POS,London,E12000007,0,6/14/2025 9:42,2866
459,1,1,-7,GBP,Stagecoach,4111,Transport,Online,London,E12000007,0,6/14/2025 11:48,2859
460,1,1,-6,GBP,IKEA,5399,Other,Online,London,E12000007,0,6/14/2025 17:03,2853
461,1,1,-9,GBP,National Rail,4111,Transport,Online,London,E12000007,0,6/14/2025 19:03,2844
462,1,1,-20,GBP,Iceland,5411,Groceries,Online,London,E12000007,0,6/15/2025 10:00,2824
463,1,1,-19,GBP,McDonald's,5812,Dining,Online,London,E12000007,0,6/15/2025 17:12,2805
464,1,1,-10,GBP,Vodafone,4899,Subscriptions,Online,London,E12000007,0,6/17/2025 9:50,2795
465,1,1,-19,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,6/17/2025 12:42,2776
466,1,1,-18,GBP,National Rail,4111,Transport,Online,London,E12000007,0,6/17/2025 16:07,2758
467,1,1,-8,GBP,Merlin,7812,Entertainment,POS,London,E12000007,0,6/17/2025 17:22,2750
468,1,1,-10,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,6/18/2025 10:15,2740
469,1,1,-3,GBP,IKEA,5399,Other,Online,London,E12000007,0,6/18/2025 18:52,2737
470,1,1,-14,GBP,Odeon,7812,Entertainment,POS,London,E12000007,0,6/19/2025 13:14,2723
471,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,6/19/2025 13:39,2720
472,1,1,-14,GBP,TFL,4111,Transport,Online,London,E12000007,0,6/19/2025 15:14,2706
473,1,1,-8,GBP,Vue,7812,Entertainment,Online,London,E12000007,0,6/19/2025 18:12,2698
