TransactionID,AccountID,CustomerID,Amount,Currency,MerchantName,MCC,Category,Channel,City,RegionCode,IsRefund,TransactionDate,BalanceAfter
252,1,1,-621,GBP,CityHomes,6513,Housing,Online,London,E12000007,0,4/1/2025 8:24,2025
253,1,1,-17,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,4/3/2025 11:29,2008
254,1,1,-6,GBP,First Bus,4111,Transport,Online,London,E12000007,0,4/3/2025 15:23,2002
255,1,1,-7,GBP,First Bus,4111,Transport,POS,London,E12000007,0,4/3/2025 16:24,1995
256,1,1,-15,GBP,Tenpin,7812,Entertainment,Online,London,E12000007,0,4/3/2025 18:05,1980
257,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,4/4/2025 18:19,1977
258,1,1,-4,GBP,eBay,5399,Other,Online,London,E12000007,0,4/5/2025 11:39,1973
259,1,1,-16,GBP,Nando's,5812,Dining,POS,London,E12000007,0,4/5/2025 14:11,1957
260,1,1,-21,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,4/5/2025 16:39,1936
261,1,1,-3,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,4/5/2025 16:51,1933
262,1,1,-20,GBP,Zizzi,5812,Dining,POS,London,E12000007,0,4/5/2025 19:38,1913
263,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,4/5/2025 21:03,1910
264,1,1,-11,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,4/6/2025 13:19,1899
265,1,1,-12,GBP,IKEA,5399,Other,Online,London,E12000007,0,4/6/2025 13:25,1887
266,1,1,-18,GBP,Pret a Manger,5812,Dining,Online,London,E12000007,0,4/6/2025 15:08,1869
267,1,1,-6,GBP,Merlin,7812,Entertainment,Online,London,E12000007,0,4/6/2025 19:57,1863
268,1,1,-25,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,4/7/2025 14:33,1838
269,1,1,-9,GBP,Amazon,5399,Other,Online,London,E12000007,0,4/7/2025 20:23,1829
270,1,1,-14,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,4/8/2025 10:59,1815
271,1,1,-15,GBP,Tenpin,7812,Entertainment,POS,London,E12000007,0,4/8/2025 12:49,1800
272,1,1,-9,GBP,First Bus,4111,Transport,Online,London,E12000007,0,4/8/2025 16:51,1791
273,1,1,-22,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,4/8/2025 18:06,1769
274,1,1,-6,GBP,Superdrug,5912,Health,Online,London,E12000007,0,4/9/2025 12:08,1763
275,1,1,-8,GBP,Tenpin,7812,Entertainment,POS,London,E12000007,0,4/9/2025 17:27,1755
276,1,1,-59,GBP,Octopus Energy,4900,Utilities,Online,London,E12000007,0,4/10/2025 8:22,1696
277,1,1,-7,GBP,Vue,7812,Entertainment,POS,London,E12000007,0,4/10/2025 14:04,1689
278,1,1,-4,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,4/10/2025 16:07,1685
279,1,1,-12,GBP,Pret a Manger,5812,Dining,POS,London,E12000007,0,4/10/2025 20:25,1673
280,1,1,-4,GBP,Superdrug,5912,Health,Online,London,E12000007,0,4/10/2025 20:54,1669
281,1,1,-15,GBP,National Rail,4111,Transport,POS,London,E12000007,0,4/11/2025 16:06,1654
282,1,1,-21,GBP,Leon,5812,Dining,POS,London,E12000007,0,4/11/2025 19:55,1633
283,1,1,-13,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,4/12/2025 8:09,1620
284,1,1,-15,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,4/12/2025 16:51,1605
285,1,1,-11,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,4/12/2025 17:28,1594
286,1,1,-11,GBP,IKEA,5399,Other,POS,London,E12000007,0,4/13/2025 12:06,1583
287,1,1,-12,GBP,TFL,4111,Transport,Online,London,E12000007,0,4/13/2025 13:38,1571
288,1,1,-8,GBP,Cineworld,7812,Entertainment,Online,London,E12000007,0,4/13/2025 18:59,1563
289,1,1,-9,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,4/13/2025 20:04,1554
290,1,1,-8,GBP,Argos,5399,Other,POS,London,E12000007,0,4/13/2025 20:38,1546
291,1,1,-22,GBP,Vodafone,4899,Subscriptions,Online,London,E12000007,0,4/14/2025 10:20,1524
292,1,1,-7,GBP,Northern Rail,4111,Transport,POS,London,E12000007,0,4/14/2025 12:10,1517
293,1,1,-16,GBP,IKEA,5399,Other,POS,London,E12000007,0,4/14/2025 13:01,1501
294,1,1,-14,GBP,Zizzi,5812,Dining,Online,London,E12000007,0,4/14/2025 14:31,1487
295,1,1,-22,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,4/14/2025 20:00,1465
296,1,1,-11,GBP,Amazon,5399,Other,Online,London,E12000007,0,4/17/2025 8:53,1454
297,1,1,-9,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,4/17/2025 11:00,1445
298,1,1,-24,GBP,Stagecoach,4111,Transport,Online,London,E12000007,0,4/17/2025 14:23,1421
299,1,1,-5,GBP,Leon,5812,Dining,Online,London,E12000007,0,4/17/2025 18:16,1416
300,1,1,-3,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,4/17/2025 20:45,1413
301,1,1,-8,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,4/18/2025 11:49,1405
302,1,1,-3,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,4/18/2025 16:48,1402
303,1,1,-13,GBP,Aldi,5411,Groceries,POS,London,E12000007,0,4/19/2025 11:35,1389
304,1,1,-11,GBP,IKEA,5399,Other,POS,London,E12000007,0,4/19/2025 19:11,1378
305,1,1,-3,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,4/19/2025 19:46,1375
306,1,1,-23,GBP,Cineworld,7812,Entertainment,POS,London,E12000007,0,4/19/2025 19:57,1352
307,1,1,-23,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,4/20/2025 8:34,1329
308,1,1,-23,GBP,Tenpin,7812,Entertainment,POS,London,E12000007,0,4/20/2025 9:25,1306
309,1,1,-7,GBP,Zizzi,5812,Dining,Online,London,E12000007,0,4/20/2025 11:42,1299
310,1,1,-16,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,4/20/2025 12:40,1283
311,1,1,-7,GBP,IKEA,5399,Other,POS,London,E12000007,0,4/21/2025 17:40,1276
312,1,1,-9,GBP,Lidl,5411,Groceries,Online,London,E12000007,0,4/22/2025 12:32,1267
313,1,1,-6,GBP,Nando's,5812,Dining,POS,London,E12000007,0,4/22/2025 14:29,1261
314,1,1,-22,GBP,TFL,4111,Transport,POS,London,E12000007,0,4/22/2025 17:07,1239
315,1,1,-5,GBP,Nando's,5812,Dining,POS,London,E12000007,0,4/24/2025 11:28,1234
316,1,1,-20,GBP,Amazon,5399,Other,Online,London,E12000007,0,4/24/2025 11:59,1214
317,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,4/24/2025 18:47,1211
318,1,1,-3,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,4/24/2025 20:56,1208
319,1,1,-7,GBP,Uber,4111,Transport,POS,London,E12000007,0,4/25/2025 11:46,1201
320,1,1,8,GBP,Pret a Manger,5812,Dining,POS,London,E12000007,1,4/25/2025 13:24,1209
321,1,1,-19,GBP,Lidl,5411,Groceries,Online,London,E12000007,0,4/25/2025 16:24,1190
322,1,1,-22,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,4/26/2025 11:45,1168
323,1,1,-5,GBP,Nando's,5812,Dining,Online,London,E12000007,0,4/26/2025 15:49,1163
324,1,1,2581,GBP,Employer Ltd,6011,Income,Online,London,E12000007,0,4/27/2025 10:07,3744
325,1,1,-12,GBP,TFL,4111,Transport,POS,London,E12000007,0,4/27/2025 17:34,3732
326,1,1,-3,GBP,Boots,5912,Health,POS,London,E12000007,0,4/27/2025 19:15,3729
327,1,1,-12,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,4/27/2025 20:06,3717
328,1,1,-15,GBP,Lidl,5411,Groceries,Online,London,E12000007,0,4/27/2025 20:20,3702
329,1,1,-20,GBP,eBay,5399,Other,POS,London,E12000007,0,4/27/2025 20:56,3682
