TransactionID,AccountID,CustomerID,Amount,Currency,MerchantName,MCC,Category,Channel,City,RegionCode,IsRefund,TransactionDate,BalanceAfter
337,1,1,-923,GBP,RightRent,6513,Housing,Online,London,E12000007,0,5/2/2025 7:32,2701
338,1,1,-5,GBP,Amazon,5399,Other,Online,London,E12000007,0,5/3/2025 14:40,2696
339,1,1,-30,GBP,Nando's,5812,Dining,POS,London,E12000007,0,5/3/2025 16:24,2666
340,1,1,-10,GBP,Odeon,7812,Entertainment,POS,London,E12000007,0,5/3/2025 18:43,2656
341,1,1,-8,GBP,Amazon,5399,Other,POS,London,E12000007,0,5/4/2025 16:10,2648
342,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,5/4/2025 20:39,2645
343,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,5/5/2025 9:10,2642
344,1,1,-9,GBP,National Rail,4111,Transport,Online,London,E12000007,0,5/5/2025 10:31,2633
345,1,1,-3,GBP,Superdrug,5912,Health,POS,London,E12000007,0,5/5/2025 14:34,2630
346,1,1,-12,GBP,Amazon,5399,Other,Online,London,E12000007,0,5/5/2025 21:21,2618
347,1,1,-4,GBP,Cineworld,7812,Entertainment,POS,London,E12000007,0,5/6/2025 10:39,2614
348,1,1,-12,GBP,Vue,7812,Entertainment,POS,London,E12000007,0,5/6/2025 12:50,2602
349,1,1,-20,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,5/6/2025 18:27,2582
350,1,1,-7,GBP,Zizzi,5812,Dining,POS,London,E12000007,0,5/6/2025 20:46,2575
351,1,1,-15,GBP,Northern Rail,4111,Transport,POS,London,E12000007,0,5/7/2025 8:05,2560
352,1,1,-28,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,5/7/2025 10:53,2532
353,1,1,-23,GBP,Waitrose,5411,Groceries,Online,London,E12000007,0,5/7/2025 14:42,2509
354,1,1,-21,GBP,Tesco,5411,Groceries,Online,London,E12000007,0,5/7/2025 18:06,2488
355,1,1,-11,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,5/7/2025 19:03,2477
356,1,1,-13,GBP,TFL,4111,Transport,POS,London,E12000007,0,5/8/2025 9:23,2464
357,1,1,-11,GBP,Wagamama,5812,Dining,Online,London,E12000007,0,5/9/2025 9:04,2453
358,1,1,-21,GBP,Aldi,5411,Groceries,Online,London,E12000007,0,5/9/2025 10:13,2432
359,1,1,-3,GBP,Pret a Manger,5812,Dining,POS,London,E12000007,0,5/9/2025 13:04,2429
360,1,1,-10,GBP,IKEA,5399,Other,POS,London,E12000007,0,5/9/2025 13:23,2419
361,1,1,-13,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,5/9/2025 14:59,2406
362,1,1,-3,GBP,Boots,5912,Health,Online,London,E12000007,0,5/9/2025 18:21,2403
363,1,1,-14,GBP,eBay,5399,Other,POS,London,E12000007,0,5/9/2025 21:03,2389
364,1,1,-23,GBP,eBay,5399,Other,Online,London,E12000007,0,5/10/2025 13:23,2366
365,1,1,-20,GBP,Leon,5812,Dining,POS,London,E12000007,0,5/10/2025 18:04,2346
366,1,1,-16,GBP,Amazon,5399,Other,Online,London,E12000007,0,5/10/2025 18:16,2330
367,1,1,-153,GBP,British Gas,4900,Utilities,Online,London,E12000007,0,5/11/2025 7:54,2177
368,1,1,-10,GBP,Argos,5399,Other,POS,London,E12000007,0,5/11/2025 8:04,2167
369,1,1,-3,GBP,Stagecoach,4111,Transport,POS,London,E12000007,0,5/11/2025 9:44,2164
370,1,1,-21,GBP,Sainsbury's,5411,Groceries,POS,London,E12000007,0,5/11/2025 19:16,2143
371,1,1,-4,GBP,Boots,5912,Health,POS,London,E12000007,0,5/12/2025 8:24,2139
372,1,1,-6,GBP,Vue,7812,Entertainment,POS,London,E12000007,0,5/12/2025 12:19,2133
373,1,1,-9,GBP,Merlin,7812,Entertainment,POS,London,E12000007,0,5/12/2025 15:46,2124
374,1,1,9,GBP,Superdrug,5912,Health,POS,London,E12000007,1,5/13/2025 9:57,2133
375,1,1,-4,GBP,Cineworld,7812,Entertainment,Online,London,E12000007,0,5/13/2025 18:32,2129
376,1,1,-5,GBP,Uber,4111,Transport,POS,London,E12000007,0,5/14/2025 17:28,2124
377,1,1,-13,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,5/14/2025 18:13,2111
378,1,1,-5,GBP,Northern Rail,4111,Transport,Online,London,E12000007,0,5/14/2025 20:25,2106
379,1,1,-6,GBP,Cineworld,7812,Entertainment,Online,London,E12000007,0,5/15/2025 9:13,2100
380,1,1,-15,GBP,Uber,4111,Transport,Online,London,E12000007,0,5/15/2025 9:25,2085
381,1,1,-7,GBP,Uber,4111,Transport,POS,London,E12000007,0,5/15/2025 12:23,2078
382,1,1,-3,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,5/15/2025 16:41,2075
383,1,1,-18,GBP,Sainsbury's,5411,Groceries,Online,London,E12000007,0,5/16/2025 11:41,2057
