TransactionID,AccountID,CustomerID,Amount,Currency,MerchantName,MCC,Category,Channel,City,RegionCode,IsRefund,TransactionDate,BalanceAfter
165,1,1,-14,GBP,Morrisons,5411,Groceries,Online,London,E12000007,0,3/1/2025 12:58,1904
166,1,1,-12,GBP,Amazon,5399,Other,Online,London,E12000007,0,3/1/2025 14:41,1892
167,1,1,-20,GBP,Waitrose,5411,Groceries,POS,London,E12000007,0,3/1/2025 18:51,1872
168,1,1,-26,GBP,Zizzi,5812,Dining,POS,London,E12000007,0,3/1/2025 20:33,1846
169,1,1,-23,GBP,IKEA,5399,Other,Online,London,E12000007,0,3/2/2025 12:12,1823
170,1,1,-11,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,3/2/2025 14:34,1812
171,1,1,-8,GBP,Uber,4111,Transport,Online,London,E12000007,0,3/2/2025 21:37,1804
172,1,1,-3,GBP,Northern Rail,4111,Transport,POS,London,E12000007,0,3/2/2025 21:48,1801
173,1,1,-13,GBP,eBay,5399,Other,Online,London,E12000007,0,3/3/2025 21:40,1788
174,1,1,-5,GBP,NHS Prescription,5912,Health,POS,London,E12000007,0,3/4/2025 8:13,1783
175,1,1,-913,GBP,CityHomes,6513,Housing,Online,London,E12000007,0,3/4/2025 10:59,870
176,1,1,-3,GBP,Tenpin,7812,Entertainment,Online,London,E12000007,0,3/4/2025 12:42,867
177,1,1,-3,GBP,Vue,7812,Entertainment,Online,London,E12000007,0,3/4/2025 20:27,864
178,1,1,-24,GBP,Waitrose,5411,Groceries,Online,London,E12000007,0,3/5/2025 10:56,840
179,1,1,-14,GBP,McDonald's,5812,Dining,POS,London,E12000007,0,3/5/2025 13:21,826
180,1,1,-17,GBP,Tesco,5411,Groceries,POS,London,E12000007,0,3/5/2025 16:48,809
181,1,1,-9,GBP,Iceland,5411,Groceries,POS,London,E12000007,0,3/5/2025 21:04,800
182,1,1,-3,GBP,NHS Prescription,5912,Health,Online,London,E12000007,0,3/6/2025 11:29,797
183,1,1,-12,GBP,McDonald's,5812,Dining,POS,London,E12000007,0,3/6/2025 16:17,785
184,1,1,-3,GBP,Vue,7812,Entertainment,Online,London,E12000007,0,3/6/2025 18:03,782
185,1,1,-14,GBP,Stagecoach,4111,Transport,POS,London,E12000007,0,3/6/2025 19:21,768
186,1,1,-23,GBP,eBay,5399,Other,Online,London,E12000007,0,3/6/2025 19:28,745
187,1,1,-17,GBP,Amazon,5399,Other,POS,London,E12000007,0,3/7/2025 14:36,728
188,1,1,-3,GBP,NHS Prescription,5912,Health,Online,London,E12000007,0,3/7/2025 18:31,725
189,1,1,-6,GBP,Tesco,5411,Groceries,Online,London,E12000007,0,3/7/2025 20:24,719
190,1,1,-11,GBP,Stagecoach,4111,Transport,POS,London,E12000007,0,3/8/2025 8:10,708
191,1,1,-9,GBP,IKEA,5399,Other,POS,London,E12000007,0,3/8/2025 8:22,699
192,1,1,-15,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,3/8/2025 8:26,684
193,1,1,-9,GBP,Tenpin,7812,Entertainment,Online,London,E12000007,0,3/8/2025 8:48,675
194,1,1,-8,GBP,Vue,7812,Entertainment,POS,London,E12000007,0,3/8/2025 18:33,667
195,1,1,-3,GBP,Superdrug,5912,Health,Online,London,E12000007,0,3/8/2025 21:19,664
196,1,1,-13,GBP,eBay,5399,Other,POS,London,E12000007,0,3/9/2025 10:21,651
197,1,1,-11,GBP,First Bus,4111,Transport,Online,London,E12000007,0,3/9/2025 13:35,640
198,1,1,-19,GBP,Leon,5812,Dining,POS,London,E12000007,0,3/9/2025 14:02,621
199,1,1,-16,GBP,Lidl,5411,Groceries,POS,London,E12000007,0,3/9/2025 15:14,605
200,1,1,-22,GBP,Morrisons,5411,Groceries,POS,London,E12000007,0,3/9/2025 16:06,583
